Gene Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue
CAV2,45.80757587,0.532876883,0.192629103,2.766336307,0.005669004
AC007336.2,3.223736507,1.991075684,0.721160154,2.760934134,0.00576363
NDUFAF7,54.83521286,-0.378262786,0.137075559,-2.759520283,0.005788629
HNRNPA1P62,17.01494067,-0.621624619,0.225409593,-2.757755827,0.005819965
LIMS2,2.454908193,-1.666537631,0.604625262,-2.756314918,0.005845669
AC092574.2,61.12622196,0.470513573,0.171141926,2.74925954,0.005973007
LINC01353,1.376579477,-2.161799542,0.786821721,-2.747508724,0.006004991
MCM3AP,27.91009405,-0.761346612,0.277163123,-2.746926078,0.006015669
RPL7AP34,3.666240635,1.938503672,0.705988905,2.745799063,0.006036372
RBM48,18.02796554,-0.616408473,0.224648221,-2.743883168,0.006071714
CEP89,118.346804,0.438799865,0.159965179,2.743096139,0.006086286
AC007695.1,64.78762584,0.407252519,0.148638678,2.73988254,0.006146115
XXYLT1-AS2,3.802675496,-1.304984999,0.476401634,-2.739253826,0.006157881
TSC22D2,32.19825608,-0.975216943,0.356179322,-2.737994269,0.006181515
AC135628.1,1.210650563,-2.117509266,0.773649784,-2.737038527,0.006199503
CYP3A4,30.56384304,0.599863184,0.219189567,2.736732375,0.006205275
PIGO,4.261712238,-1.840596874,0.672711607,-2.736086096,0.006217476
CPZ,1.220686432,-2.383390715,0.872399039,-2.731996033,0.00629519
AGFG1,3.192646139,3.06898156,1.124336519,2.729593416,0.006341248
KLF6,4.185265772,-1.709866033,0.626427309,-2.729552191,0.006342041
AC002377.1,4.163662445,-1.200581039,0.439979085,-2.728722978,0.006358009
PPP1R37,24.39903555,1.01185721,0.3710494,2.727014813,0.006391017
GLRA3,29.57236669,-1.073776346,0.393760653,-2.726977259,0.006391744
C5orf24,6.632783547,0.974044864,0.358187365,2.719372481,0.006540591
PANK2,27.37957391,-0.61130949,0.22482615,-2.719031977,0.006547328
AL356481.1,19.67712446,0.702968336,0.2593451,2.710551828,0.006717135
AGMO,8.291152103,-1.263675869,0.466251975,-2.71028529,0.006722536
AC020914.1,18.11652423,0.835119371,0.308214007,2.709543862,0.00673758
RPL37A,35.68584892,-0.756676271,0.280387806,-2.69867753,0.00696156
AC073343.2,49.33240917,0.922590739,0.341958986,2.697957287,0.006976639
AMYH02020865.1,36.16562361,0.657320248,0.243636479,2.697954959,0.006976688
BICRA,13.22596447,-0.676294616,0.250875178,-2.695741445,0.007023216
AC005324.3,26.00756668,0.591934484,0.219646348,2.694943432,0.007040058
EML3,23.63788926,0.55244163,0.205071529,2.693897257,0.007062193
AKIRIN2,17.7556698,0.572231484,0.212593729,2.691666806,0.007109594
FLT4,2.646381789,-2.970733798,1.103751527,-2.691487825,0.007113409
AC083801.2,4.062968591,-1.119570354,0.416020815,-2.691140238,0.007120825
MRPL3,48.17363303,0.457864893,0.170326824,2.688154935,0.007184805
AL354733.1,4.838470956,-0.981667372,0.365323556,-2.687117642,0.007207156
ACHE,5.872968438,-1.059788405,0.394469417,-2.686617417,0.007217957
BHLHE40,18.38824579,-0.734465109,0.273645071,-2.684006354,0.007274572
ZRSR2,11.38915932,-0.670964823,0.250024788,-2.683593204,0.007283567
PLA1A,3.56784749,-1.669846469,0.622705025,-2.681601082,0.007327077
AP002008.2,1.196916453,-2.583998422,0.964014088,-2.680457116,0.007352168
SYNPO2,204.6464962,-0.488586124,0.182285065,-2.680340948,0.007354721
HNRNPH1,16.83448918,0.743544435,0.277810662,2.676443117,0.00744082
AC022497.1,118.0846133,0.255833306,0.09559529,2.676212455,0.007445943
AC004232.2,29.03903161,0.516681221,0.193087573,2.675890603,0.007453097
HCCAT5,33.1902659,-0.721432276,0.269642097,-2.675517972,0.007461387
DHRS7C,1.725310956,-1.838719222,0.687849761,-2.673140746,0.007514472
FLT1,57.88776614,0.546492632,0.204473758,2.672678568,0.007524831
FLT1P1,31.53435232,1.103516159,0.413293614,2.670053742,0.007583911
AC034111.1,6.884143801,0.929946108,0.348316795,2.669828503,0.007589
LINC01589,5.33497854,1.096258698,0.410620629,2.669760407,0.007590539
TUBGCP5,33.58832,0.465462581,0.174748138,2.663619683,0.007730491
PM20D1,30.51730912,1.090379786,0.409775809,2.660917905,0.007792795
AP003175.1,187.0725912,-0.217701381,0.081822239,-2.660662714,0.007798704
DYNAP,42.72693869,0.422750013,0.158901903,2.660446503,0.007803712
RPL41,85.51134814,-0.434983508,0.163501864,-2.660419265,0.007804344
PCGF6,3.243361774,-1.438094273,0.540744817,-2.659469362,0.007826385
AC006063.3,6.724413854,0.884484717,0.33272403,2.658313309,0.007853285
