"","RBBP7","HDAC1","SIN3B","HDAC2","RBBP4","SIN3A","SUDS3","BRMS1L","SAP30L","ARID4A","ING1","ARID4B","SAP30","ING2","BRMS1","TNRC18","SAP130","HNRNPUL1","BAHCC1","PHF12","TUBA1A","CHD4","GATAD1","GATAD2B","MTA1","MBD3","MTA2","MBD2","GATAD2A","CHD3","PRKDC","CCT2","CCT5","TUBB6","TCP1","MSH2","CCT3","CCT4","CCT6A","CCT8","MORF4L1","CCT7","ERC1","CDK2AP1","MTA3","PWWP2A","CHD5","RCOR1","KDM1A","C16orf87","MIER1","DNTTIP1","WDR5","ZMYM2","GSE1","MIER3","ZMYM3","CTBP1","HMG20A","RERE","RCOR3","CDYL","ZNF516","MIER2","BCL11A","ZNF217","RREB1","RCOR2","PHF21A","ARID5B","MGA","EPPK1","HSPA1A","HSPA9","TUBB4B","TUBA4A","TUBA8","KPNA2","HSPA4","KPNB1","KPNA3","DECR1","HSPH1","CANX","ZNF219","HSPA4L","MORF4L2","ZNF512B","BCL11B","TRERF1","ZNF521","MRFAP1","MRGBP","BRD8","MRFAP1L1","LIN9","LYZ","LIN52","SUZ12","SCOC","LIN37","EZH2","CHAF1A","AEBP2","MYBL2","EED","LIN54","RNF41","PALB2","CHAF1B","EP400","BPTF","ASH1L","PCBP1","TUBB","SNRPD1","TUBA1C","HSPA8","U2AF2","RCC2","SNRPD2","RBM39","HMGB1","SNRPA","BTF3L4","EIF1AX","NUCKS1","ENO1","CKB","EIF5A","CPSF6","BTF3","EEF1A1","HNRNPF","RCN2","PCBP2","C1QBP","NCL","NPM1","SNRNP70","TUBA1B","HSP90AA1","PUF60","TUFM","HSP90AB1","CLTC","EIF5B","CACTIN","NACA","MCM3","DYNC1H1","SNRPD3","MFAP1","SPTAN1","HNRNPA2B1","SSRP1","DDX46","FBN2","FLNA","CSE1L","DSP","CTBP2","ZNF592","TRMT1","FBN1"
"TCGA-A7-A6VY-01",13.322,12.2972,12.4001,13.6418,12.959,11.6296,12.2073,8.8866,8.8642,9.2738,10.019,11.73,10.1032,9.1849,12.0825,13.1944,11.6443,13.6305,12.6271,11.062,14.6025,14.258,10.6847,12.4666,11.5794,12.5101,13.5254,12.1765,12.9073,13.4342,14.3373,13.9467,14.5775,13.3486,13.6191,12.224,15.7243,14.279,14.4842,14.0247,13.6543,14.4377,11.8823,14.0566,11.9222,9.6777,7.2479,11.2033,12.7551,9.5527,11.0147,11.8372,12.7368,11.6307,12.4666,9.4778,12.1447,13.6865,10.4253,12.6384,10.9476,11.2906,9.8688,10.4615,10.3465,11.8349,11.4497,10.9758,11.6411,11.9556,10.8305,12.7907,14.6923,13.8764,15.1268,13.0511,6.4226,14.8634,13.083,13.7216,11.3443,12.6246,13.4021,14.9335,10.3061,10.2555,14.0423,12.2969,10.0084,8.4429,10.9076,14.4298,11.2324,10.8895,12.0845,9.5333,14.68,9,10.9572,11.863,8.9047,12.4179,12.8154,10.9873,13.4985,11.3236,10.0593,11.7134,10.4858,11.1592,12.2345,12.3078,12.4773,13.8402,16.5226,12.424,14.8965,16.3667,13.9165,13.9015,12.5821,13.5719,14.2105,12.1447,12.1153,12.5789,14.625,17.4019,7.1699,14.7349,12.5784,13.5824,18.5011,14.316,11.8013,14.9979,12.1469,15.6459,14.6709,13.3767,16.661,16.1378,14.9576,13.9297,16.9769,14.141,13.695,10.8536,14.8712,14.5149,14.3213,12.4202,10.8688,14.5626,15.975,14.2516,11.912,6.8202,17.6661,13.2835,15.3493,12.1944,11.5063,11.8333,13.6989
"TCGA-A8-A06N-01",14.5506,14.7232,12.3707,12.9346,14.8396,13.5943,13.343,9.191,13.0142,11.8692,12.6823,13.3664,10.0526,11.3918,11.2264,15.1475,11.7121,14.3313,5.6724,13.7346,14.2087,15.3825,12.4062,12.9313,11.9452,12.1983,12.1721,12.2204,11.9975,15.043,16.1954,13.9921,14.4791,9.5191,13.3835,12.1573,15.1429,13.8423,14.3876,13.9032,14.3222,14.3348,13.115,12.938,12.6711,11.0748,1.585,12.6296,12.9101,9.0279,12.6667,11.3404,12.2615,13.2347,13.7586,12.9451,12.7317,13.6644,11.8242,14.4331,12.8144,10.9986,12.2252,10.783,4,14.0404,12.5199,6.9773,12.6248,11.6808,12.922,11.372,16.6204,15.6683,13.9178,11.0642,7.0787,13.0421,12.1049,15.209,11.0196,12.3729,13.4333,16.7404,10.6646,11.7256,15.6572,12.257,4.858,12.1564,7.6653,15.5731,10.6156,13.207,13.8814,9.9174,11.1101,11.3066,13.3786,13.6773,9.0926,9.7715,10.6073,11.7177,10.2276,10.1836,11.279,12.9281,11.1144,11.2095,13.3405,14.2894,14.093,14.9878,15.3657,11.3544,13.1693,16.4673,13.9421,13.9938,12.927,15.0389,14.228,11.4823,12.9894,13.6715,15.4128,14.9204,9.3083,13.7808,13.1603,15.7235,19.3377,14.3021,12.3357,15.9364,12.0957,15.9119,15.9123,13.7654,16.061,16.7835,14.684,14.1115,17.7753,16.6783,13.0092,10.7138,15.7703,13.3818,15.8158,13.5199,12.941,14.6204,16.2169,14.368,13.1038,8.9337,12.9701,13.16,17.6494,13.1978,12.5684,11.0875,9.9218
"TCGA-A8-A06O-01",13.3317,12.344,11.2562,12.3982,14.2134,12.8022,12.1723,9.2739,12.4411,10.9084,9.7792,12.5852,9.3966,9.2715,10.6493,12.8684,10.6987,14.6554,10.93,11.5324,13.1324,14.2693,10.8218,12.2738,10.8857,12.2245,11.7503,12.349,12.3515,13.9229,16.7623,13.6073,14.3718,11.1894,14.1232,10.8895,15.6278,13.1268,14.1521,14.0806,14.5018,13.42,12.3888,12.2193,11.1267,10.4136,4.4594,11.1357,12.7696,8.6724,11.8329,10.3208,11.3852,12.2369,13.0933,11.6618,11.8384,12.6286,10.8415,13.7282,12.2726,12.3931,10.9069,10.0154,4.5236,13.4748,12.1784,5.1699,11.0417,12.1059,11.8903,14.3885,16.7748,15.2009,13.2912,10.8342,7.6124,13.8675,13.7824,14.5666,11.5063,13.4128,13.5872,16.5396,9.2978,12.1641,14.3228,11.7147,7.1497,11.255,9.4136,14.9306,10.3923,11.8861,12.2958,9.7532,13.5532,9.5488,12.0407,12.58,9.213,10.5831,11.3493,10.676,12.5088,9.4979,10.6502,11.5003,10.3641,10.9174,12.3059,13.031,13.5441,13.8995,16.2639,11.978,13.8683,16.8219,13.9177,13.5263,13.8282,13.8198,14.2838,12.3038,12.4726,13.4905,15.0248,15.4501,7.8704,14.3957,12.6159,14.817,19.0872,14.5279,12.2006,14.9349,12.1569,15.8433,15.7957,14.163,16.3685,16.5123,14.9443,13.9505,17.2875,16.3644,13.1118,10.2052,15.0522,13.003,14.7318,12.9447,11.9933,13.9388,15.7233,13.061,12.9248,6.8704,15.5052,13.6754,15.1586,13.059,12.3529,10.8719,13.8704
"TCGA-A8-A06P-01",13.1586,12.7768,12.0213,12.5503,13.9613,13.0357,12.3616,8.5284,11.7566,10.5411,10.0545,11.5782,8.5774,9.6671,11.6046,13.0992,11.5788,14.065,10.2819,12.1235,14.7871,14.4,11.4367,11.8045,11.4766,11.485,12.7801,12.4192,12.5228,13.7981,14.6575,13.3444,13.8202,12.2774,13.3425,11.1267,14.1137,13.3158,13.5678,13.5913,14.3457,13.8284,11.9894,12.2535,11.6987,10.1006,3.8074,11.5459,12.7742,8.3837,11.6008,10.5999,11.757,12.6636,13.1713,11.4671,11.6243,12.7855,11.4516,13.3619,10.7756,10.9878,10.6502,9.973,4.0875,13.7489,12.5471,5.9069,11.0279,11.6667,11.8646,13.9233,15.1764,13.9525,14.1718,10.5005,8.1514,12.1428,13.4305,13.969,11.6909,12.144,13.3686,15.9791,10.1425,9.8188,14.2627,11.393,6.2479,10.6717,10.5925,14.707,9.6129,11.1599,12.3723,7.858,13.2841,9.2784,11.0375,11.5147,9.0529,8.7074,9.4533,10.6899,9.1774,10.0251,9.6618,12.1824,10.4757,9.2877,12.399,12.5807,12.9502,14.55,15.7106,11.5899,13.6818,16.0706,13.0785,13.8509,12.946,13.4947,14.1195,11.6348,11.9636,12.4925,14.6663,15.7971,11.1222,14.4793,11.9618,14.9516,19.568,14.2873,11.2294,15.089,12.4981,15.5142,15.6039,13.213,15.6138,16.1997,13.933,14.321,16.5823,15.6358,13.4354,9.9422,15.3635,12.6647,15.1577,11.9507,11.9065,15.3025,15.2514,13.412,11.7842,7.6865,17.0016,12.6779,14.9417,12.9124,12.0718,10.3095,15.6355
"TCGA-A8-A06Q-01",13.7476,13.0408,11.3443,13.3436,14.8189,13.206,12.9519,9.3167,12.3791,11.6184,10.4976,13.076,9.5507,9.5699,12.2255,12.127,11.3971,14.0628,8.7279,12.4152,11.6797,14.9458,11.8408,12.3783,11.928,11.3993,12.9795,12.3608,12.6063,13.8078,15.9109,17.6288,14.7699,8.7602,15.17,13.1408,15.3383,14.8747,14.9592,14.9292,14.8359,14.909,12.5622,13.34,12.3603,11.3315,3.7004,15.3296,13.2524,8.8329,11.9527,10.2866,11.9248,13.5846,13.5622,12.4286,12.4946,12.9497,12.1111,13.3072,12.2234,10.8857,11.0217,10.0028,7.0875,14.0834,13.0218,8.8234,11.6917,10.9069,12.577,12.6484,15.0776,16.356,14.0784,11.2008,6.0622,13.262,15.0015,15.1218,12.2796,13.9514,14.5241,17.4183,8.9818,9.1733,14.9041,13.7539,5.9542,10.0715,7.1085,14.9995,11.7834,12.7942,12.8681,10.0661,12.6534,9.5736,12.3762,12.9265,9.5633,11.2021,11.163,10.7936,11.7048,10.7855,10.1611,12.1131,10.8186,9.2456,12.4276,12.5829,13.7191,14.6196,16.7479,12.3847,14.6932,17.1004,13.5373,14.3168,12.8599,14.1842,15.6702,12.1892,12.9808,13.817,15.5055,16.7684,12.8313,15.0408,14.0812,15.3648,19.3495,14.4338,12.9558,15.3644,13.4411,15.8495,17.2197,13.2082,16.4598,17.4371,13.3555,14.2886,16.7199,15.3842,13.9114,10.2766,16.0228,12.5301,15.2534,13.0195,12.6325,13.8633,16.4498,13.3129,13.7967,5.4919,14.6554,14.6368,15.1987,13.3745,12.2874,10.7474,11.5864
"TCGA-A8-A06R-01",12.7737,12.5774,12.329,13.218,13.6469,11.7942,12.4404,9.6839,11.224,10.3151,10.2226,12.1141,8.5078,8.0768,12.2091,13.4176,11.3923,13.3248,9.7205,11.2052,15.0808,13.8973,11.4903,10.3815,12.4101,11.7637,13.1098,12.5108,12.563,13.2854,13.6493,13.9125,13.7505,12.4404,15.0021,12.1225,14.2359,14.2891,13.0222,14.7492,14.1166,14.6089,11.7241,13.4253,12.7243,10.7347,4.3219,12.1874,12.378,9.8903,11.1389,11.1111,11.9076,12.1899,13.8142,10.9965,10.6546,13.3165,10.5546,12.8091,11.1447,10.9564,8.6439,9.7846,5.3923,13.5418,11.8122,9.4979,11.3891,11.6353,11.6604,13.5051,16.0825,14.2605,14.9977,9.8859,6.3684,12.4171,13.626,13.6647,11.5387,11.874,16.3324,15.216,10.2981,7.7482,14.5298,11.4083,7.4838,10.2726,9.7764,14.8552,11.3902,11.1504,12.8811,8.5038,14.181,9.8486,11.1328,12.2918,9.2987,10.2564,9.6147,10.6156,12.1075,10.4284,9.3859,10.851,9.7482,10.6175,11.8691,11.6558,11.4284,14.9236,16.4078,11.4863,13.4614,16.5766,13.3443,13.4867,12.6179,14.103,15.6007,11.6692,12.1249,12.525,14.4699,16.6387,13.1168,14.1405,12.4873,14.4795,18.8973,14.2302,11.9758,14.5317,12.1186,15.3967,15.378,12.9807,15.7234,18.8305,13.9478,13.338,16.7294,15.3372,13.9448,10.0887,15.1278,12.7429,15.0524,12.7143,11.1991,13.8368,15.9999,13.1983,12.0637,9.5353,15.8339,13.5326,15.2346,13.2361,11.4737,10.4838,14.7073
"TCGA-A8-A06T-01",13.75,12.5941,11.4863,12.1053,14.6721,13.9468,13.1309,9.5263,12.2473,10.6856,9.5363,12.7194,8.9743,10.2107,11.8435,13.2257,11.3163,13.8345,10.9506,12.6451,13.644,14.2424,12.3086,12.1904,11.6148,11.9576,12.6821,12.211,12.4661,14.4386,14.7928,13.9294,14.2497,10.8426,13.6231,12.7511,14.9656,14.1124,14.1222,14.2328,14.4386,14.4868,11.4189,13.29,12.0775,10.6786,2.585,12.4757,12.8696,9.2408,12.3437,11.021,10.9873,12.8136,13.1093,11.7632,12.4409,12.643,11.5565,13.5924,12.007,11.5584,10.796,10.3987,5.1699,12.8941,12.8927,7.8009,11.4367,10.7928,12.1357,11.9055,16.1465,15.3067,13.3169,12.2916,6.4155,13.2672,14.5159,14.677,11.0238,11.9549,13.7152,16.6747,10.0558,8.4835,14.9726,11.7854,8.1649,8.6935,9.7993,14.8117,10.2007,12.5646,12.7903,9.545,12.6555,9.6546,12.5451,13.3963,8.9392,10.6555,10.8439,10.4808,10.2046,10.633,10.9462,12.4406,10.9196,11.4142,12.6004,13.4051,13.5506,14.8366,16.1394,12.0017,13.8849,17.0614,13.4838,13.588,12.9649,14.1873,14.684,11.7566,12.4697,14.0244,14.9023,15.656,8.3663,14.8084,12.8124,15.8318,19.1526,14.7971,12.8232,15.1699,13.3592,15.327,15.8197,13.5499,15.8521,17.6345,13.5845,14.1619,17.6545,16.0128,13.4135,10.5676,15.6469,13.3496,15.3627,12.6248,12.8086,14.9317,16.1099,13.3437,12.9836,7.9542,14.5567,13.7218,8.9278,13.0723,12.85,10.7288,13.8011
"TCGA-A8-A06U-01",14.5647,13.5277,11.239,13.1172,13.6719,12.5345,12.1838,8.7002,10.8626,10.0566,8.6467,11.9824,9.2216,9.4136,13.1253,12.3562,11.3415,13.7632,8.9513,12.0704,14.8726,14.3046,10.5793,11.6466,10.9457,10.9685,11.8937,11.0042,12.1039,13.1282,13.4553,13.6224,13.8502,11.4703,13.6949,11.1286,14.5912,13.373,13.813,12.5474,14.5993,13.8393,11.4964,12.9771,11.6578,9.7108,4.6439,11.6275,12.2104,8.6221,10.9723,11.3123,11.4909,11.9348,12.7377,11.3157,11.1389,12.4111,10.2107,12.2366,11.1605,11.1306,9.2479,9.9972,5.4263,12.7239,11.851,4.3923,10.5275,10.7296,11.8305,11.0607,15.1389,14.647,14.2626,12.5077,6.2357,13.1354,13.1341,14.4471,11.0526,11.9421,12.4134,16.2645,8.5907,7.4248,15.4598,10.9742,7.4919,10.1306,8.9744,14.4139,10.7969,11.69,12.5423,9.0553,13.9086,8.9337,12.1612,12.8461,8.6573,9.2119,10.3432,10.5147,11.7973,10.865,10.2842,12.0283,10.3208,9.8842,11.5228,12.7585,12.8952,14.0955,15.9307,12.2634,14.5176,16.5041,12.9244,13.6108,12.8715,14.1409,13.5239,11.4083,11.8554,12.9551,14.662,15.4412,11.7211,14.1747,12.3211,14.6324,18.5392,13.5727,11.6891,14.9266,11.6515,15.2209,15.9777,12.4878,15.8839,16.7353,13.5548,13.9502,16.9185,15.8746,13.8737,10.6923,15.2404,12.685,15.1714,12.5782,10.9809,14.1636,15.4064,13.6546,12.2572,7.7347,14.2792,13.7565,15.2719,12.8148,11.7503,10.388,12.8582
"TCGA-A8-A06X-01",12.3542,12.5913,11.5275,13.1041,13.2211,12.9575,11.4106,7.4249,10.6944,9.5584,14.8866,11.1299,8.9396,8.7039,10.7364,12.916,10.4757,13.5528,7.4094,11.1855,15.3929,14.1786,10.5459,11.5873,11.1187,10.8202,12.1799,12.0427,12.6303,12.5406,13.3514,12.6847,14.2912,10.0153,13.7875,11.6262,14.8823,13.7151,14.0473,13.4694,13.6418,14.2818,11.3163,12.6109,11.6389,9.2095,6.375,11.5255,12.3473,8.3531,10.4939,10.0741,10.92,11.7863,12.4663,9.5058,11.3548,11.5915,10.616,12.102,10.9484,10.7764,10.66,9.751,3.585,14.3914,11.9462,5.6724,10.7099,11.2264,11.8357,13.5955,14.6887,14.0215,13.5816,10.2112,6.204,14.0644,11.927,12.9013,11.1273,11.2294,12.4349,15.0703,8.9806,10.0471,14.1499,10.1715,5.858,10.7591,8.3399,13.4454,10.115,10.6448,11.2509,9.6257,11.9318,8.5999,10.6537,11.1072,7.9928,10.1836,11.0314,9.7814,11.5018,9.9174,8.9307,11.1712,9.5718,9.7649,12.0936,13.3808,12.4976,14.5062,16.0734,11.325,13.9059,16.4458,12.6237,13.5268,12.2315,12.7125,14.1102,11.1805,11.5252,12.076,13.8412,15.5086,11.9625,13.277,11.7207,13.8588,19.3255,14.0142,11.9233,14.4986,11.2935,14.486,15.3775,12.1599,15.6639,17.0022,12.8441,13.0305,16.7177,16.2613,12.6574,10.0626,14.9104,12.2143,14.4263,11.8818,11.1941,13.9023,15.3646,12.9573,11.2565,6.4757,15.2125,12.7459,15.3525,11.6363,12.9892,10.1824,12.8339
"TCGA-A8-A06Y-01",13.4571,11.6334,11.3038,12.1715,12.9564,11.5694,12.4755,8.8757,11.2992,10.4512,9.5998,12.2059,8.4051,9.3815,11.3603,12.8122,10.5479,13.7753,9.9054,11.6161,13.5382,14.1365,11.545,12.4359,11.1556,11.2125,12.1335,11.1098,11.9252,13.721,13.5131,13.2081,13.457,9.9435,13.4172,10.3987,15.0089,13.3984,13.5972,13.7853,12.6471,13.585,12.588,12.4212,11.9578,9.9248,0,11.6715,11.7035,9.1396,10.3772,10.352,11.4194,12.7387,13.1607,10.5565,11.6036,12.3063,10.107,12.6305,11.8661,10.1687,10.1459,9.9366,5.3219,13.0828,11.6443,7.6294,11.2975,11.2473,10.9076,9.4919,14.8223,14.3371,13.5415,12.2247,6.7429,12.2467,13.343,13.7743,11.5603,12.0379,12.8925,16.249,10.3009,10.3448,14.0413,11.4455,4.5236,10.2264,7.0661,14.0434,9.7381,11.7503,12.1592,8.8734,12.6719,8.9425,11.3857,12.3006,8.5114,9.3061,10.1046,10.8773,9.0661,9.9858,9.3287,11.2497,9.7616,8.9542,11.8734,12.4749,13.4709,13.7779,14.0557,10.5546,12.3298,16.0643,12.7962,12.7265,12.207,13.6742,13.812,10.9556,11.152,12.9117,14.7715,14.5511,10.1124,14.3909,12.2336,15.2456,18.9511,13.4839,11.1917,14.3608,12.4875,14.8933,15.2753,12.8414,14.8568,16.7075,12.6434,13.5488,16.6514,15.147,12.7158,9.8231,15.2678,11.6684,14.7427,11.3702,10.3083,14.531,15.289,12.9293,11.6624,5.585,13.5315,12.7731,15.5493,12.5043,10.6821,10.2264,11.4429
"TCGA-A8-A06Z-01",14.3133,14.6367,11.3487,12.6152,15.1802,12.6563,12.7395,8.0147,12.3058,10.7065,9.6762,13.0013,9.4009,9.8455,11.6188,13.9015,12.0327,14.2502,7.8948,12.2627,11.7362,14.9346,11.7777,12.5201,11.7083,12.0435,12.2592,12.7117,12.368,14.1273,15.6372,14.3807,14.6409,10.152,13.6496,11.7292,14.9693,13.2791,14.3293,14.3539,13.4829,13.786,12.4067,12.4881,11.3723,10.9337,3.3219,11.4099,13.1044,8.7715,12.3507,10.7624,11.205,12.2312,13.6999,11.9177,12.0658,13.2673,10.8621,14.5933,12.1241,11.4435,7.4757,10.1737,0,13.171,12.312,7.7211,11.2533,11.6059,11.605,11.2844,15.0597,16.2063,14.391,13.2839,6.7118,14.1102,14.8251,14.5826,11.7022,13.2456,13.4511,17.8512,10.1847,8.8166,14.2583,11.9122,3.585,10.4409,8.1033,15.1648,11.0265,12.8238,13.0639,9.1699,15.5001,9.4757,12.8376,12.9058,9.0095,10.255,10.7202,11.1699,10.9278,10.7099,10.3208,12.3046,11.279,11.1196,12.2257,13.3166,13.7707,14.2785,15.6373,11.9705,14.4975,17.7288,13.8801,13.8422,13.6774,14.0733,14.1825,12.101,13.3485,14.1706,14.1937,16.2166,12.4123,15.0811,12.8281,15.7022,19.2659,14.6496,11.7,15.7229,12.3407,15.5997,16.1534,13.1721,16.536,16.3125,14.3452,14.5768,17.1537,16.5637,13.9879,10.486,15.8565,12.8072,14.9298,12.9847,11.9136,15.7571,16.3095,13.8781,13.532,5.8329,14.0027,13.9122,12.4605,13.7504,11.9418,10.375,12.137
"TCGA-A8-A075-01",13.9028,12.5847,10.8711,13.1573,12.7241,12.582,11.9915,9.4146,11.3004,10.9929,9.9038,12.4941,9.1573,9.9887,11.6618,13.8848,11.5812,14.1412,8.3219,11.5474,13.2739,14.2283,10.6101,11.7903,11.7129,12.1343,13.3621,11.9726,12.1039,13.0641,13.7621,13.8733,12.5058,12.0026,13.1958,11.7151,14.493,13.7339,13.9801,13.8667,14.1247,14.1785,11.3078,12.5188,12.2764,10.1059,5.2095,12.0042,12.1874,8.8887,11.0815,10.4788,12.214,12.9578,13.4865,9.817,11.3581,13.2016,10.9713,12.6348,11.9715,10.8234,9.4242,10.2644,4.3923,12.5514,12.2609,9.611,11.6027,11.7928,12.1157,13.8749,14.4674,14.103,14.4033,11.2055,6.3993,13.6147,14.0249,14.0253,12.432,11.6546,13.8014,15.8002,9.9718,8.0383,14.1084,11.4571,7.5469,11.8498,9.5925,14.6229,10.8098,11.6059,12.4463,9.9293,13.7844,9.6812,11.4741,12.1241,8.5039,10.1033,10.0098,10.0444,12.2677,10.6573,10.1624,11.7249,10.1948,9.9629,12.2333,12.6692,12.6517,14.4366,16.0148,11.9629,14.184,16.9613,13.467,13.459,13.0246,13.6844,14.7755,11.5551,11.4382,13.4881,15.6201,16.1389,12.6382,14.4234,12.5486,14.3501,19.2267,14.7206,11.6119,15.1133,12.4497,15.6235,15.3898,12.8597,16.1473,16.7248,14.2571,13.5884,16.9088,15.4972,13.6433,9.5014,15.2386,12.6113,15.0144,12.0018,11.6926,14.2257,15.553,13.89,12.3045,9.8918,15.7985,14.0682,15.3219,13.2724,11.9046,9.611,14.6475
"TCGA-A8-A076-01",13.3831,12.7185,11.4939,13.0423,14.2259,12.5277,12.5456,9.127,11.4131,11.1693,9.8777,12.2422,9.9512,9.6777,11.6046,13.8243,11.6777,14.2863,9.7895,11.2848,13.3533,14.5907,11.5445,11.8626,11.6178,11.7552,12.6647,12.64,12.4205,13.5337,14.6307,14.0885,14.3851,11.4825,13.9378,11.8162,15.0791,13.6963,14.4014,14.498,14.2019,13.7926,12.9281,12.6148,13.5358,10.4625,3.1699,12.3208,12.4094,10.1176,11.3134,11.4019,12.1466,12.5221,14.5148,10.8455,12.1941,12.8672,11.0964,12.6573,12.5999,11.1737,10.5118,10.6777,4.4594,14.1505,12.8937,6.1497,11.2003,11.7228,12.1548,14.7912,14.8834,14.3904,14.4862,8.7792,6.2735,13.282,13.9563,13.906,11.5627,12.8613,13.3563,16.0365,9.6845,9.3782,13.4922,12.0416,6.6439,9.7347,10.3476,14.6466,11.4553,11.4019,12.5908,9.5392,13.3903,9.8471,12.5556,12.5413,9.8208,10.8234,10.6751,11.1966,12.8694,10.5137,10.332,11.9593,10.4656,10.9491,12.7816,13.3067,13.3386,14.3842,16.3332,11.3706,14.1719,16.9733,13.1431,13.7945,12.8144,14.4338,14.151,11.5517,12.5649,12.9288,15.177,14.9666,8.4388,13.851,12.7237,14.8686,18.9308,14.6004,11.8238,14.5326,11.8718,15.9171,15.3408,12.85,16.3661,17.2152,14.0575,13.6174,17.4866,18.0884,13.7563,9.9669,15.3082,12.8248,15.8572,12.6978,11.6948,14.2789,15.9734,13.7371,12.3329,9.6457,15.8168,14.0321,15.4044,12.757,11.7465,10.3608,15.464
"TCGA-A8-A079-01",14.4896,13.4337,11.6875,11.8357,13.337,13.2173,12.8544,8.7151,11.752,10.275,9.7826,11.8017,10.422,9.69,11.8463,13.5078,11.8345,14.5685,7.96,11.8993,14.983,14.4456,10.8734,11.8001,12.277,11.488,13.4042,12.3012,12.7863,15.0935,14.702,13.8206,14.5909,11.4228,13.2009,11.1824,14.7377,13.1152,13.6628,13.4626,13.6371,14.1332,12.6779,12.682,12.1548,9.9454,4.1699,12.2095,12.4346,8.2479,10.4533,11.1228,11.9473,11.733,13.6687,10.5488,12.2219,13.1572,10.4375,12.7391,11.6069,9.7928,11.3163,9.6636,4.858,12.9991,11.7309,7.4179,11.5882,11.4645,11.9207,13.2113,15.7391,14.437,15.5883,12.0915,7.3027,14.3982,13.7185,14.565,10.5793,12.8838,12.9423,15.7208,10.589,10.3884,15.1717,11.704,7,11.3276,7.9189,14.7003,11.0244,12.3109,12.5649,9.7482,11.7895,9.7211,11.2675,11.7912,9.6978,11.318,11.9215,10.7177,13.0044,9.3794,10.5362,11.9031,9.973,10.5206,12.6464,13.1807,13.1813,14.6574,16.3438,12.2059,14.7564,16.6744,13.5669,13.5135,13.4272,15.3025,13.8332,12.3805,11.3382,12.3328,14.9356,15.6492,11.2796,14.3897,12.1328,15.0652,18.5764,14.4884,11.4404,15.5595,12.6096,15.1445,15.4993,13.2773,17.2012,16.8226,14.4051,13.9947,16.9115,15.7994,13.3301,10.5043,15.5415,13.2189,15.0823,13.7166,12.0021,14.4707,15.6408,14.3751,12.4859,6.2854,15.3154,14.0177,14.4656,13.2168,12.0362,11.0768,12.6768
"TCGA-A8-A07B-01",11.8537,11.0126,10.0348,11.8361,12.5984,11.0029,11.1043,7.1701,10.6384,9.825,8.4909,11.4436,7.0875,7.4919,9.3966,11.0694,9.3859,13.329,8.1749,9.4346,12.0382,13.107,9.1085,10.7574,9.708,10.9136,10.8826,11.1966,11.239,13.5754,14.2308,12.6578,13.5538,9.7997,13.4505,9.7177,13.8325,12.3284,13.3785,12.8513,12.8173,12.7396,10.9506,11.5592,9.4533,9.3264,2,11.3354,11.0888,6.7549,10.6147,8.1241,9.9352,10.9993,11.1948,10.102,10.058,10.956,9.5009,11.5632,10.2609,9.8517,7.5774,8.7814,1.585,11.3168,10.1241,4.7004,10.0444,11.3465,10.6847,13.6272,14.521,13.5075,13.1395,9.7023,4.4841,12.9511,12.7899,13.9223,9.8918,11.0661,12.7417,14.6747,8.3286,9.702,12.1839,9.2574,5.4919,10.5058,8.2621,12.8922,7.585,10.2324,10.7863,8.4919,11.5445,7.96,9.8497,11.0654,8.7944,9.1749,9.0168,9.9322,9.2946,7.6147,8.6653,10.4696,8.3038,8.5196,10.9176,11.7984,11.5206,12.2378,14.6716,10.6502,12.8461,15.8017,12.753,12.5174,12.1649,12.129,13.5376,10.5333,11.0467,11.9416,13.6284,14.9555,10.783,12.4857,11.2027,13.6367,18.1057,12.9315,10.7125,13.2184,12.1141,14.6737,14.6643,12.6371,15.062,16.9208,12.7446,11.1504,16.1005,14.8172,12.6477,9.137,14,11.7448,13.6699,11.904,10.4336,13.0336,14.459,12.0382,11.7665,9.1898,14.4244,11.633,15.4404,12.0614,10.0498,8.7944,13.2485
